cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000091,COVID-19 Research Paper 91: Mathematical Modeling Clinical,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Davis, Author 2 Johnson, Author 3 Jones",Nature,2020-05-15,medRxiv,False,,,https://example.com/paper/91,10.1000/000091
cord_000092,COVID-19 Research Paper 92: Therapeutic Virological,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Johnson, Author 2 Johnson",Science,2022-02-28,Elsevier,True,,pmc_92.json,https://example.com/paper/92,
cord_000093,COVID-19 Research Paper 93: Public Health Epidemiological,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for public health policy.,Author 0 Davis,Nature,2021-08-03,WHO,False,,pmc_93.json,https://example.com/paper/93,10.1000/000093
cord_000094,COVID-19 Research Paper 94: Epidemiological Therapeutic,,"Author 0 Garcia, Author 1 Johnson, Author 2 Miller, Author 3 Williams, Author 4 Miller, Author 5 Miller",Journal of Medical Virology,2021-03-10,WHO,False,pdf_94.json,pmc_94.json,https://example.com/paper/94,10.1000/000094
cord_000095,COVID-19 Research Paper 95: Therapeutic Virological,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,Author 0 Williams,Clinical Infectious Diseases,2022-12-15,medRxiv,True,pdf_95.json,,https://example.com/paper/95,10.1000/000095
cord_000096,COVID-19 Research Paper 96: Epidemiological Mathematical Modeling,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Williams, Author 2 Williams",Nature,2021-03-21,PubMed Central,False,pdf_96.json,pmc_96.json,https://example.com/paper/96,
cord_000097,COVID-19 Research Paper 97: Therapeutic Public Health,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Miller",The Lancet,2020-07-29,WHO,False,,pmc_97.json,https://example.com/paper/97,
cord_000098,COVID-19 Research Paper 98: Diagnostic Clinical,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Davis, Author 2 Jones",NEJM,2021-07-23,PubMed Central,False,pdf_98.json,,https://example.com/paper/98,
cord_000099,COVID-19 Research Paper 99: Mathematical Modeling Public Health,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Johnson, Author 2 Williams, Author 3 Brown, Author 4 Smith, Author 5 Jones",Journal of Medical Virology,2020-06-02,medRxiv,True,,pmc_99.json,https://example.com/paper/99,
cord_000100,COVID-19 Research Paper 100: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,Author 0 Davis,Science,2022-05-13,bioRxiv,True,pdf_100.json,pmc_100.json,https://example.com/paper/100,10.1000/000100
cord_000101,COVID-19 Research Paper 101: Public Health Epidemiological,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Smith, Author 2 Davis, Author 3 Brown",JAMA,2022-06-10,Research Square,False,,pmc_101.json,https://example.com/paper/101,
cord_000102,COVID-19 Research Paper 102: Therapeutic Epidemiological,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Davis",The Lancet,2021-10-12,Elsevier,True,,pmc_102.json,https://example.com/paper/102,
cord_000103,COVID-19 Research Paper 103: Therapeutic Clinical,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Johnson, Author 2 Smith, Author 3 Brown",Clinical Infectious Diseases,2021-10-17,medRxiv,False,pdf_103.json,pmc_103.json,https://example.com/paper/103,10.1000/000103
cord_000104,COVID-19 Research Paper 104: Therapeutic Mathematical Modeling,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Brown, Author 2 Smith, Author 3 Williams, Author 4 Williams",PNAS,2021-02-09,Elsevier,True,,pmc_104.json,https://example.com/paper/104,
cord_000105,COVID-19 Research Paper 105: Virological Public Health,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for treatment protocols.,Author 0 Garcia,Nature,2021-02-07,PubMed Central,False,,,https://example.com/paper/105,
cord_000106,COVID-19 Research Paper 106: Therapeutic Therapeutic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for treatment protocols.,Author 0 Williams,Journal of Medical Virology,2020-04-11,WHO,False,,pmc_106.json,https://example.com/paper/106,10.1000/000106
cord_000107,COVID-19 Research Paper 107: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,Author 0 Jones,Nature,2022-10-08,PubMed Central,False,pdf_107.json,pmc_107.json,https://example.com/paper/107,10.1000/000107
cord_000108,COVID-19 Research Paper 108: Diagnostic Preventive,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Smith, Author 2 Johnson",Journal of Medical Virology,2022-10-18,medRxiv,False,pdf_108.json,pmc_108.json,https://example.com/paper/108,10.1000/000108
cord_000109,COVID-19 Research Paper 109: Epidemiological Virological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Williams, Author 2 Jones, Author 3 Williams",Science,2020-04-05,PubMed Central,False,pdf_109.json,pmc_109.json,https://example.com/paper/109,10.1000/000109
cord_000110,COVID-19 Research Paper 110: Mathematical Modeling Diagnostic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Smith, Author 2 Johnson, Author 3 Jones",Cell,2021-07-16,Elsevier,True,pdf_110.json,pmc_110.json,https://example.com/paper/110,10.1000/000110
cord_000111,COVID-19 Research Paper 111: Diagnostic Preventive,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Miller, Author 2 Johnson",Emerging Infectious Diseases,2022-05-12,WHO,False,pdf_111.json,pmc_111.json,https://example.com/paper/111,
cord_000112,COVID-19 Research Paper 112: Clinical Diagnostic,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Jones, Author 2 Davis, Author 3 Williams",BMJ,2020-09-01,PubMed Central,False,pdf_112.json,,https://example.com/paper/112,10.1000/000112
cord_000113,COVID-19 Research Paper 113: Diagnostic Public Health,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,Author 0 Jones,Emerging Infectious Diseases,2020-09-11,WHO,True,,,https://example.com/paper/113,10.1000/000113
cord_000114,COVID-19 Research Paper 114: Epidemiological Mathematical Modeling,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Brown, Author 2 Brown",Science,2022-07-16,Research Square,True,,,https://example.com/paper/114,10.1000/000114
cord_000115,COVID-19 Research Paper 115: Clinical Epidemiological,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Johnson, Author 2 Johnson, Author 3 Davis, Author 4 Jones",NEJM,2020-12-16,Research Square,True,,,https://example.com/paper/115,10.1000/000115
cord_000116,COVID-19 Research Paper 116: Diagnostic Preventive,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Jones, Author 2 Garcia, Author 3 Williams",The Lancet,2021-10-31,medRxiv,True,pdf_116.json,pmc_116.json,https://example.com/paper/116,10.1000/000116
cord_000117,COVID-19 Research Paper 117: Epidemiological Clinical,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Davis, Author 2 Davis, Author 3 Williams, Author 4 Brown",Nature Medicine,2022-02-23,medRxiv,False,,,https://example.com/paper/117,
cord_000118,COVID-19 Research Paper 118: Mathematical Modeling Epidemiological,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Brown, Author 2 Smith, Author 3 Johnson, Author 4 Smith, Author 5 Davis",Journal of Medical Virology,2021-04-29,bioRxiv,False,,,https://example.com/paper/118,10.1000/000118
cord_000119,COVID-19 Research Paper 119: Diagnostic Diagnostic,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Brown, Author 2 Miller, Author 3 Miller, Author 4 Smith, Author 5 Garcia",PNAS,2020-02-13,WHO,False,,pmc_119.json,https://example.com/paper/119,
cord_000120,COVID-19 Research Paper 120: Therapeutic Diagnostic,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Smith, Author 2 Brown",Nature Medicine,2021-08-06,medRxiv,True,pdf_120.json,,https://example.com/paper/120,
cord_000121,COVID-19 Research Paper 121: Diagnostic Mathematical Modeling,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Jones, Author 2 Johnson, Author 3 Jones, Author 4 Jones, Author 5 Garcia",The Lancet,2020-02-06,Elsevier,False,,pmc_121.json,https://example.com/paper/121,
cord_000122,COVID-19 Research Paper 122: Epidemiological Preventive,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for treatment protocols.,Author 0 Johnson,JAMA,2020-01-10,Research Square,True,,pmc_122.json,https://example.com/paper/122,
cord_000123,COVID-19 Research Paper 123: Epidemiological Therapeutic,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Garcia, Author 2 Miller, Author 3 Smith, Author 4 Williams, Author 5 Brown",BMJ,2022-08-03,WHO,True,pdf_123.json,pmc_123.json,https://example.com/paper/123,
cord_000124,COVID-19 Research Paper 124: Preventive Virological,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Davis, Author 2 Davis",Nature Medicine,2021-08-05,Elsevier,True,pdf_124.json,pmc_124.json,https://example.com/paper/124,10.1000/000124
cord_000125,COVID-19 Research Paper 125: Virological Public Health,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for vaccine development.,Author 0 Williams,The Lancet,2020-09-25,bioRxiv,False,pdf_125.json,pmc_125.json,https://example.com/paper/125,
cord_000126,COVID-19 Research Paper 126: Clinical Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Davis, Author 2 Garcia, Author 3 Davis",NEJM,2022-04-04,PubMed Central,True,pdf_126.json,pmc_126.json,https://example.com/paper/126,
